month,Platform,Transaction_Type,Crypto,Wallet_Type,Status,Transaction_Count,Total_Value,Avg_Value,Avg_Fee_Pct,Total_Fees,Unique_Users,quarter,Total_Monthly_Unique_Users,Total_Quarterly_Unique_Users
2023-12,KuCoin,Sell,XRP,Cold Wallet,Completed,1,397231.16,397231.16,0.018188125020202346,7224.89,1,2023Q4,409,1260
2023-12,KuCoin,Sell,XRP,Exchange Wallet,Pending,1,4291486.8,4291486.8,0.015512998898190716,66573.83,1,2023Q4,409,1260
2023-12,KuCoin,Sell,XRP,Ledger,Pending,1,475866.74,475866.74,0.03040931164888725,14470.78,1,2023Q4,409,1260
2023-12,KuCoin,Stake,BNB,Exchange Wallet,Failed,1,961723.16,961723.16,0.005695765920829025,5477.75,1,2023Q4,409,1260
2023-12,KuCoin,Stake,BNB,Ledger,Completed,1,173104.92,173104.92,0.00588111533744968,1018.05,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Bitcoin,Cold Wallet,Completed,1,77050.31,77050.31,0.02101769610011952,1619.42,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Bitcoin,Cold Wallet,Failed,1,1480669.41,1480669.41,0.04259401158290965,63067.65,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Bitcoin,Hot Wallet,Completed,1,802464.88,802464.88,0.024370860940356665,19556.76,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Bitcoin,Hot Wallet,Failed,1,140555.27,140555.27,0.0012660500029632472,177.95,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Cardano,Cold Wallet,Pending,1,1165506.17,1165506.17,0.006352536083099414,7403.92,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Cardano,Exchange Wallet,Failed,1,4243140.4,4243140.4,0.010613023787758708,45032.55,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Cardano,Hot Wallet,Completed,1,1737721.06,1737721.06,0.036459200189471144,63355.92,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Cardano,Hot Wallet,Pending,1,1241609.36,1241609.36,0.004569915613393894,5674.05,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Cardano,Trezor,Completed,1,1008132.1,1008132.1,0.013115890268745534,13222.55,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Dogecoin,Cold Wallet,Completed,1,3463550.56,3463550.56,0.007690853515359106,26637.66,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Litecoin,Cold Wallet,Pending,1,841055.96,841055.96,0.007110846702756853,5980.62,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Litecoin,Ledger,Completed,1,83740.69,83740.69,0.01701645878485119,1424.97,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Polkadot,Exchange Wallet,Pending,1,700558.46,700558.46,0.031051298702466604,21753.25,1,2023Q4,409,1260
2023-12,KuCoin,Stake,Solana,Hot Wallet,Failed,1,3754993.87,3754993.87,0.028693061488273483,107742.27,1,2023Q4,409,1260
2023-12,KuCoin,Stake,XRP,Trezor,Pending,1,4075716.5,4075716.5,0.04890277819863084,199313.86,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,BNB,Hot Wallet,Completed,1,2857789.16,2857789.16,0.022913128412874236,65480.89,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Bitcoin,Cold Wallet,Completed,1,1326596.2,1326596.2,0.019064912141313235,25291.44,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Bitcoin,Exchange Wallet,Pending,1,3366694.18,3366694.18,0.046583063864743424,156830.93,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Bitcoin,Hot Wallet,Pending,1,5043712.34,5043712.34,0.02222914045094015,112117.39,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Cardano,Trezor,Completed,1,1413088.0,1413088.0,0.007204972372562785,10181.26,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Dogecoin,Cold Wallet,Pending,1,1250059.62,1250059.62,0.008583326609654026,10729.67,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Dogecoin,Hot Wallet,Pending,1,1613943.34,1613943.34,0.040189260919159656,64863.19,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Dogecoin,Trezor,Failed,1,4888043.53,4888043.53,0.0006634679049185963,3243.06,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Litecoin,Hot Wallet,Failed,1,588670.06,588670.06,0.02399140190686783,14123.02,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,Solana,Exchange Wallet,Pending,1,4333752.57,4333752.57,0.005763852365018614,24979.11,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,XRP,Hot Wallet,Failed,1,543983.17,543983.17,0.02941397984794272,16000.71,1,2023Q4,409,1260
2023-12,KuCoin,Transfer,XRP,Trezor,Completed,1,5451603.36,5451603.36,0.038431788992073695,209514.87,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Avalanche,Hot Wallet,Completed,1,3760168.19,3760168.19,0.03290148039893928,123715.1,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,BNB,Cold Wallet,Pending,1,388101.42,388101.42,0.0029247251916779894,1135.09,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Cardano,Cold Wallet,Completed,1,2102538.53,2102538.53,0.010593537137224307,22273.32,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Cardano,Hot Wallet,Failed,1,3776677.92,3776677.92,0.020083708912090655,75849.7,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Dogecoin,Cold Wallet,Completed,1,168607.81,168607.81,0.0010074266429295298,169.86,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Dogecoin,Hot Wallet,Failed,1,87028.8,87028.8,0.0044454249627709445,386.88,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Dogecoin,Ledger,Completed,1,980090.39,980090.39,0.015488561213216264,15180.19,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Ethereum,Hot Wallet,Failed,1,582963.02,582963.02,0.033486120611904334,19521.17,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Litecoin,Hot Wallet,Failed,1,211418.39,211418.39,0.046094239957082256,9745.17,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,Polkadot,Exchange Wallet,Completed,1,1184037.83,1184037.83,0.015439988095650625,18281.53,1,2023Q4,409,1260
2023-12,KuCoin,Withdraw,XRP,Cold Wallet,Failed,1,528823.22,528823.22,0.02237976615323359,11834.94,1,2023Q4,409,1260
2023-12,OKX,Buy,BNB,Trezor,Failed,1,1806251.6,1806251.6,0.03666378482377538,66224.02,1,2023Q4,409,1260
2023-12,OKX,Buy,Dogecoin,Hot Wallet,Pending,1,2460733.03,2460733.03,0.00722765118489916,17785.32,1,2023Q4,409,1260
2023-12,OKX,Buy,Dogecoin,Trezor,Completed,1,2100681.44,2100681.44,0.0483888266276109,101649.51,1,2023Q4,409,1260
2023-12,OKX,Buy,Dogecoin,Trezor,Failed,1,2280012.44,2280012.44,0.030075357834451116,68572.19,1,2023Q4,409,1260
2023-12,OKX,Buy,Ethereum,Exchange Wallet,Pending,1,2790366.9,2790366.9,0.03449870696215612,96264.05,1,2023Q4,409,1260
2023-12,OKX,Buy,Ethereum,Ledger,Completed,1,1514240.32,1514240.32,0.010557531581248608,15986.64,1,2023Q4,409,1260
2023-12,OKX,Buy,Litecoin,Exchange Wallet,Pending,2,3055853.45,1527926.725,0.013595879872945856,27260.2,2,2023Q4,409,1260
2023-12,OKX,Buy,Litecoin,Hot Wallet,Pending,1,2792740.92,2792740.92,0.030271078636252446,84539.28,1,2023Q4,409,1260
2023-12,OKX,Buy,Polkadot,Cold Wallet,Failed,1,43282.18,43282.18,0.04284049463312615,1854.23,1,2023Q4,409,1260
2023-12,OKX,Buy,Polkadot,Trezor,Pending,1,3212871.11,3212871.11,0.03769788013687234,121118.43,1,2023Q4,409,1260
2023-12,OKX,Sell,Avalanche,Cold Wallet,Completed,1,956316.52,956316.52,0.04351939878650219,41618.32,1,2023Q4,409,1260
2023-12,OKX,Sell,Avalanche,Trezor,Pending,1,1950390.4,1950390.4,0.004715973786581395,9197.99,1,2023Q4,409,1260
2023-12,OKX,Sell,BNB,Exchange Wallet,Failed,1,2342170.15,2342170.15,0.0025692369104780882,6017.59,1,2023Q4,409,1260
2023-12,OKX,Sell,BNB,Ledger,Failed,1,5280448.8,5280448.8,0.014592895967479128,77057.04,1,2023Q4,409,1260
2023-12,OKX,Sell,Bitcoin,Exchange Wallet,Completed,2,3596843.5,1798421.75,0.03292282838604043,116678.35,2,2023Q4,409,1260
2023-12,OKX,Sell,Bitcoin,Exchange Wallet,Failed,1,198021.81,198021.81,0.019313579650645556,3824.51,1,2023Q4,409,1260
2023-12,OKX,Sell,Cardano,Exchange Wallet,Pending,1,1080493.0,1080493.0,0.043906966542124753,47441.17,1,2023Q4,409,1260
2023-12,OKX,Sell,Cardano,Ledger,Failed,1,375334.51,375334.51,0.021083299801022824,7913.29,1,2023Q4,409,1260
2023-12,OKX,Sell,Cardano,Ledger,Pending,1,5774439.13,5774439.13,0.011489777363018113,66347.02,1,2023Q4,409,1260
2023-12,OKX,Sell,Dogecoin,Hot Wallet,Completed,1,2949635.22,2949635.22,0.04280199773312986,126250.28,1,2023Q4,409,1260
2023-12,OKX,Sell,Ethereum,Cold Wallet,Completed,1,101375.83,101375.83,0.04954257834436473,5022.42,1,2023Q4,409,1260
2023-12,OKX,Sell,Litecoin,Exchange Wallet,Failed,1,2977465.33,2977465.33,0.009752325142942974,29037.21,1,2023Q4,409,1260
2023-12,OKX,Sell,Polkadot,Exchange Wallet,Pending,1,1829192.91,1829192.91,0.006899310581736292,12620.17,1,2023Q4,409,1260
2023-12,OKX,Sell,Solana,Ledger,Failed,1,1656618.99,1656618.99,0.003989994102385606,6609.9,1,2023Q4,409,1260
2023-12,OKX,Sell,XRP,Exchange Wallet,Pending,1,2675890.31,2675890.31,0.01317876516395771,35264.93,1,2023Q4,409,1260
2023-12,OKX,Sell,XRP,Hot Wallet,Completed,1,2818382.66,2818382.66,0.020921275466547186,58964.16,1,2023Q4,409,1260
2023-12,OKX,Stake,BNB,Hot Wallet,Failed,2,573544.21,286772.105,0.02990777073974212,18980.79,2,2023Q4,409,1260
2023-12,OKX,Stake,Bitcoin,Hot Wallet,Completed,1,1223244.41,1223244.41,0.024930594205617503,30496.21,1,2023Q4,409,1260
2023-12,OKX,Stake,Dogecoin,Cold Wallet,Pending,1,692921.62,692921.62,0.02582300722555027,17893.32,1,2023Q4,409,1260
2023-12,OKX,Stake,Litecoin,Exchange Wallet,Pending,1,798008.99,798008.99,0.0032643993145992003,2605.02,1,2023Q4,409,1260
2023-12,OKX,Stake,Litecoin,Hot Wallet,Pending,1,4142456.72,4142456.72,0.022234235919790128,92104.36,1,2023Q4,409,1260
2023-12,OKX,Stake,Polkadot,Cold Wallet,Completed,1,1764369.59,1764369.59,0.031935814536454346,56346.58,1,2023Q4,409,1260
2023-12,OKX,Stake,Polkadot,Cold Wallet,Pending,1,774579.7,774579.7,0.048429477302335704,37512.49,1,2023Q4,409,1260
2023-12,OKX,Stake,Solana,Cold Wallet,Completed,1,793726.64,793726.64,0.016413761795874712,13028.04,1,2023Q4,409,1260
2023-12,OKX,Stake,XRP,Trezor,Failed,1,492361.95,492361.95,0.03346954410266675,16479.13,1,2023Q4,409,1260
2023-12,OKX,Transfer,Avalanche,Hot Wallet,Completed,1,111446.33,111446.33,0.03161494864837631,3523.37,1,2023Q4,409,1260
2023-12,OKX,Transfer,Avalanche,Hot Wallet,Pending,1,65104.52,65104.52,0.01877043252910858,1222.04,1,2023Q4,409,1260
2023-12,OKX,Transfer,BNB,Hot Wallet,Completed,1,840451.43,840451.43,0.04130155385659823,34711.95,1,2023Q4,409,1260
2023-12,OKX,Transfer,BNB,Ledger,Pending,1,150131.22,150131.22,0.026232385242723002,3938.3,1,2023Q4,409,1260
2023-12,OKX,Transfer,BNB,Trezor,Failed,1,1243613.93,1243613.93,0.0022605970648784867,2811.31,1,2023Q4,409,1260
2023-12,OKX,Transfer,Bitcoin,Cold Wallet,Pending,1,1824416.18,1824416.18,0.010236891233885022,18676.35,1,2023Q4,409,1260
2023-12,OKX,Transfer,Bitcoin,Exchange Wallet,Completed,1,980927.75,980927.75,0.022594355190787497,22163.43,1,2023Q4,409,1260
2023-12,OKX,Transfer,Cardano,Exchange Wallet,Pending,1,1819871.51,1819871.51,0.0055345280942389165,10072.13,1,2023Q4,409,1260
2023-12,OKX,Transfer,Ethereum,Cold Wallet,Completed,1,1189739.7,1189739.7,0.04702356322143407,55945.8,1,2023Q4,409,1260
2023-12,OKX,Transfer,Ethereum,Hot Wallet,Completed,1,2117259.72,2117259.72,0.023461632756136313,49674.37,1,2023Q4,409,1260
2023-12,OKX,Transfer,Polkadot,Exchange Wallet,Pending,1,3286032.16,3286032.16,0.022965018699025754,75463.79,1,2023Q4,409,1260
2023-12,OKX,Transfer,XRP,Cold Wallet,Failed,1,3212084.75,3212084.75,0.012972574898591951,41669.01,1,2023Q4,409,1260
2023-12,OKX,Transfer,XRP,Ledger,Failed,1,585582.34,585582.34,0.003344158227176045,1958.28,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Avalanche,Hot Wallet,Pending,1,3141474.32,3141474.32,0.04220370325993943,132581.85,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Avalanche,Trezor,Failed,1,2818998.39,2818998.39,0.03238233137124991,91285.74,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Dogecoin,Exchange Wallet,Failed,1,198506.21,198506.21,0.04572441335714384,9076.58,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Dogecoin,Ledger,Failed,1,2672170.54,2672170.54,0.04861847627434737,129916.86,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Dogecoin,Ledger,Pending,1,155021.09,155021.09,0.029921606150492167,4638.48,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Litecoin,Hot Wallet,Completed,1,3303232.62,3303232.62,0.04417337704784473,145914.94,1,2023Q4,409,1260
2023-12,OKX,Withdraw,Solana,Ledger,Pending,1,1117354.39,1117354.39,0.04396622095877746,49125.85,1,2023Q4,409,1260
2023-12,OKX,Withdraw,XRP,Exchange Wallet,Completed,1,2944422.34,2944422.34,0.01253303220080853,36902.54,1,2023Q4,409,1260
2023-12,OKX,Withdraw,XRP,Ledger,Failed,1,99587.36,99587.36,0.03452908079900903,3438.66,1,2023Q4,409,1260
2024-01,Binance,Buy,Avalanche,Hot Wallet,Pending,1,1466984.82,1466984.82,0.02650549581010661,38883.16,1,2024Q1,432,1200
2024-01,Binance,Buy,Avalanche,Ledger,Completed,1,401082.89,401082.89,0.018736376413364328,7514.84,1,2024Q1,432,1200
2024-01,Binance,Buy,Avalanche,Trezor,Completed,1,743039.49,743039.49,0.01910275320629325,14194.1,1,2024Q1,432,1200
2024-01,Binance,Buy,BNB,Exchange Wallet,Completed,1,1193758.45,1193758.45,0.022089125316767395,26369.08,1,2024Q1,432,1200
2024-01,Binance,Buy,Cardano,Cold Wallet,Completed,2,3313984.9000000004,1656992.4500000002,0.033114600326660026,133721.57,2,2024Q1,432,1200
2024-01,Binance,Buy,Cardano,Trezor,Completed,1,878335.63,878335.63,0.008773639297770489,7706.2,1,2024Q1,432,1200
2024-01,Binance,Buy,Ethereum,Exchange Wallet,Pending,1,1508569.5,1508569.5,0.006649783122355317,10031.66,1,2024Q1,432,1200
2024-01,Binance,Buy,Litecoin,Exchange Wallet,Pending,1,728181.05,728181.05,0.014310699241624043,10420.78,1,2024Q1,432,1200
2024-01,Binance,Buy,Polkadot,Exchange Wallet,Completed,1,688492.61,688492.61,0.049553836169715745,34117.45,1,2024Q1,432,1200
2024-01,Binance,Buy,Solana,Hot Wallet,Completed,1,1714495.49,1714495.49,0.0015095052830964286,2588.04,1,2024Q1,432,1200
2024-01,Binance,Buy,XRP,Cold Wallet,Pending,1,1908741.96,1908741.96,0.02120565841178448,40476.13,1,2024Q1,432,1200
2024-01,Binance,Buy,XRP,Exchange Wallet,Pending,1,774153.45,774153.45,0.023477490153922326,18175.18,1,2024Q1,432,1200
2024-01,Binance,Sell,Avalanche,Hot Wallet,Pending,1,12847.87,12847.87,0.03222479679511078,414.02,1,2024Q1,432,1200
2024-01,Binance,Sell,BNB,Ledger,Completed,1,1097437.88,1097437.88,0.022322848925171054,24497.94,1,2024Q1,432,1200
2024-01,Binance,Sell,Cardano,Trezor,Completed,1,1206888.11,1206888.11,0.041030522705207524,49519.25,1,2024Q1,432,1200
2024-01,Binance,Sell,Dogecoin,Trezor,Completed,1,1129041.37,1129041.37,0.04983822691988691,56269.42,1,2024Q1,432,1200
2024-01,Binance,Sell,Dogecoin,Trezor,Failed,1,397742.66,397742.66,0.03172433150620555,12618.12,1,2024Q1,432,1200
2024-01,Binance,Sell,Dogecoin,Trezor,Pending,2,3103751.41,1551875.705,0.01936708767762723,80204.83,2,2024Q1,432,1200
2024-01,Binance,Sell,Litecoin,Cold Wallet,Completed,1,1190898.96,1190898.96,0.048891024306545704,58224.27,1,2024Q1,432,1200
2024-01,Binance,Sell,Litecoin,Hot Wallet,Completed,1,641966.92,641966.92,0.035291117492471415,22655.73,1,2024Q1,432,1200
2024-01,Binance,Sell,Litecoin,Ledger,Pending,1,357365.96,357365.96,0.0026673497386264767,953.22,1,2024Q1,432,1200
2024-01,Binance,Sell,Litecoin,Trezor,Failed,1,303987.74,303987.74,0.02170455953256536,6597.92,1,2024Q1,432,1200
2024-01,Binance,Sell,Polkadot,Cold Wallet,Pending,1,440831.39,440831.39,0.04911061347060607,21649.5,1,2024Q1,432,1200
2024-01,Binance,Sell,Polkadot,Hot Wallet,Pending,1,1217821.09,1217821.09,0.020439652592976525,24891.84,1,2024Q1,432,1200
2024-01,Binance,Sell,Polkadot,Trezor,Completed,1,2515987.85,2515987.85,0.009706430021114766,24421.26,1,2024Q1,432,1200
2024-01,Binance,Sell,Solana,Exchange Wallet,Completed,1,19990.29,19990.29,0.03326064804462566,664.89,1,2024Q1,432,1200
2024-01,Binance,Sell,Solana,Exchange Wallet,Failed,1,3007553.08,3007553.08,0.045336942149662746,136353.26,1,2024Q1,432,1200
2024-01,Binance,Sell,Solana,Ledger,Failed,1,2439691.83,2439691.83,0.0245646065880378,59930.07,1,2024Q1,432,1200
2024-01,Binance,Stake,BNB,Cold Wallet,Failed,3,6303161.31,2101053.77,0.020872989798177418,49421.770000000004,3,2024Q1,432,1200
2024-01,Binance,Stake,BNB,Exchange Wallet,Completed,1,3075593.84,3075593.84,0.018640835878381133,57331.64,1,2024Q1,432,1200
2024-01,Binance,Stake,BNB,Hot Wallet,Pending,1,264290.74,264290.74,0.02397719269316814,6336.95,1,2024Q1,432,1200
2024-01,Binance,Stake,BNB,Ledger,Completed,1,2774569.68,2774569.68,0.012960424190896512,35959.6,1,2024Q1,432,1200
2024-01,Binance,Stake,BNB,Ledger,Failed,1,639127.92,639127.92,0.0012096795896508479,773.14,1,2024Q1,432,1200
2024-01,Binance,Stake,Cardano,Hot Wallet,Failed,1,3942730.28,3942730.28,0.01803806371456888,71119.22,1,2024Q1,432,1200
2024-01,Binance,Stake,Cardano,Trezor,Completed,1,261606.95,261606.95,0.03031410289367312,7930.38,1,2024Q1,432,1200
2024-01,Binance,Stake,Dogecoin,Hot Wallet,Completed,1,223177.97,223177.97,0.024842147278246147,5544.22,1,2024Q1,432,1200
2024-01,Binance,Stake,Ethereum,Cold Wallet,Failed,1,5198892.2,5198892.2,0.04651491715869777,241826.04,1,2024Q1,432,1200
2024-01,Binance,Stake,Polkadot,Exchange Wallet,Completed,1,1912151.54,1912151.54,0.0322537564151427,61674.07,1,2024Q1,432,1200
2024-01,Binance,Stake,Polkadot,Hot Wallet,Failed,1,421629.19,421629.19,0.014875345798520258,6271.88,1,2024Q1,432,1200
2024-01,Binance,Stake,Polkadot,Ledger,Pending,1,1040746.02,1040746.02,0.04663601788263384,48536.25,1,2024Q1,432,1200
2024-01,Binance,Stake,Solana,Exchange Wallet,Pending,1,3589705.9,3589705.9,0.026959570699092647,96776.93,1,2024Q1,432,1200
2024-01,Binance,Stake,Solana,Trezor,Failed,1,2184357.39,2184357.39,0.027873790378231098,60886.32,1,2024Q1,432,1200
2024-01,Binance,Stake,XRP,Cold Wallet,Failed,1,1200459.16,1200459.16,0.01947428182396476,23378.08,1,2024Q1,432,1200
2024-01,Binance,Transfer,Avalanche,Ledger,Failed,1,659705.19,659705.19,0.007329561860806341,4835.35,1,2024Q1,432,1200
2024-01,Binance,Transfer,BNB,Exchange Wallet,Pending,1,2973003.56,2973003.56,0.035945459816401966,106865.98,1,2024Q1,432,1200
2024-01,Binance,Transfer,Bitcoin,Cold Wallet,Failed,1,2876051.53,2876051.53,0.0017168294616751877,4937.69,1,2024Q1,432,1200
2024-01,Binance,Transfer,Bitcoin,Trezor,Failed,1,1008481.28,1008481.28,0.006413782911270301,6468.18,1,2024Q1,432,1200
2024-01,Binance,Transfer,Bitcoin,Trezor,Pending,1,411994.08,411994.08,0.04383621240382871,18060.26,1,2024Q1,432,1200
2024-01,Binance,Transfer,Cardano,Cold Wallet,Failed,1,1868092.04,1868092.04,0.016648001990308785,31100.0,1,2024Q1,432,1200
2024-01,Binance,Transfer,Litecoin,Exchange Wallet,Pending,1,1797924.47,1797924.47,0.009447349031297183,16985.62,1,2024Q1,432,1200
2024-01,Binance,Transfer,Litecoin,Trezor,Failed,1,553979.28,553979.28,0.024066513823405092,13332.35,1,2024Q1,432,1200
2024-01,Binance,Transfer,Polkadot,Cold Wallet,Failed,1,930781.18,930781.18,0.03908735026206696,36381.77,1,2024Q1,432,1200
2024-01,Binance,Transfer,XRP,Hot Wallet,Completed,1,1199630.62,1199630.62,0.024388623891577556,29257.34,1,2024Q1,432,1200
2024-01,Binance,Withdraw,BNB,Exchange Wallet,Completed,1,1625116.02,1625116.02,0.008639426248471785,14040.07,1,2024Q1,432,1200
2024-01,Binance,Withdraw,BNB,Hot Wallet,Failed,1,45631.59,45631.59,0.021756200035983844,992.77,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Bitcoin,Exchange Wallet,Completed,1,375599.04,375599.04,0.03361962799478934,12627.5,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Bitcoin,Ledger,Pending,1,1125098.66,1125098.66,0.025594466533272738,28796.3,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Cardano,Ledger,Completed,1,830100.26,830100.26,0.01919179015797441,15931.11,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Dogecoin,Cold Wallet,Pending,1,439962.37,439962.37,0.004062188318514604,1787.21,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Dogecoin,Trezor,Failed,1,27491.29,27491.29,0.00422206451570661,116.07,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Litecoin,Exchange Wallet,Pending,1,51274.9,51274.9,0.027696592289794812,1420.14,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Polkadot,Ledger,Completed,1,2539411.21,2539411.21,0.02189651277470733,55604.25,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Solana,Cold Wallet,Failed,1,195926.45,195926.45,0.046742029981148535,9158.0,1,2024Q1,432,1200
2024-01,Binance,Withdraw,Solana,Hot Wallet,Pending,1,53760.23,53760.23,0.0009043860117413931,48.62,1,2024Q1,432,1200
2024-01,Coinbase,Buy,BNB,Exchange Wallet,Failed,1,4844544.85,4844544.85,0.0487359694894764,236103.59,1,2024Q1,432,1200
2024-01,Coinbase,Buy,BNB,Exchange Wallet,Pending,1,739251.76,739251.76,0.00637060370339869,4709.48,1,2024Q1,432,1200
2024-01,Coinbase,Buy,BNB,Trezor,Pending,1,1926511.0,1926511.0,0.04863993509510197,93705.37,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Bitcoin,Cold Wallet,Completed,1,4695218.93,4695218.93,0.027452249175524603,128894.32,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Bitcoin,Exchange Wallet,Pending,1,659791.19,659791.19,0.032520758575148606,21456.91,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Dogecoin,Hot Wallet,Completed,1,86023.67,86023.67,0.027918129975156837,2401.62,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Litecoin,Ledger,Completed,1,4172827.4,4172827.4,0.0004251961152287296,1774.27,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Polkadot,Ledger,Pending,1,3652655.51,3652655.51,0.0045078108118660224,16465.48,1,2024Q1,432,1200
2024-01,Coinbase,Buy,Solana,Trezor,Completed,1,4409204.71,4409204.71,0.032647880846521184,143951.19,1,2024Q1,432,1200
2024-01,Coinbase,Buy,XRP,Cold Wallet,Completed,1,1665566.21,1665566.21,0.03920961508939354,65306.21,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Avalanche,Cold Wallet,Pending,2,2790406.89,1395203.445,0.0028366026635690575,5378.02,2,2024Q1,432,1200
2024-01,Coinbase,Sell,Avalanche,Exchange Wallet,Failed,1,1266467.3,1266467.3,0.030710883731463103,38894.33,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Avalanche,Trezor,Failed,1,908743.91,908743.91,0.017905374463527354,16271.4,1,2024Q1,432,1200
2024-01,Coinbase,Sell,BNB,Exchange Wallet,Failed,1,999659.9,999659.9,0.02591529379141846,25906.48,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Bitcoin,Exchange Wallet,Failed,1,771539.0,771539.0,0.022783929263459138,17578.69,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Bitcoin,Ledger,Failed,1,702057.37,702057.37,0.015738158264758335,11049.09,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Cardano,Hot Wallet,Completed,1,835298.48,835298.48,0.04864671847601111,40634.53,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Ethereum,Hot Wallet,Failed,1,2813142.81,2813142.81,0.04395564973112759,123653.52,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Litecoin,Hot Wallet,Completed,1,502889.6,502889.6,0.03417002459386712,17183.75,1,2024Q1,432,1200
2024-01,Coinbase,Sell,Solana,Ledger,Completed,1,3347156.71,3347156.71,0.01499151200482633,50178.94,1,2024Q1,432,1200
2024-01,Coinbase,Sell,XRP,Cold Wallet,Completed,1,2376925.35,2376925.35,0.03522048347037908,83716.46,1,2024Q1,432,1200
2024-01,Coinbase,Sell,XRP,Trezor,Failed,1,919379.45,919379.45,0.042100538575231376,38706.37,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Avalanche,Trezor,Pending,1,4625457.98,4625457.98,0.034509791395834925,159623.59,1,2024Q1,432,1200
2024-01,Coinbase,Stake,BNB,Cold Wallet,Pending,1,1173980.48,1173980.48,0.04101757296680095,48153.83,1,2024Q1,432,1200
2024-01,Coinbase,Stake,BNB,Ledger,Failed,1,2855317.44,2855317.44,0.029814418812921902,85129.63,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Bitcoin,Exchange Wallet,Completed,1,1635934.78,1635934.78,0.009502212551529714,15545.0,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Cardano,Cold Wallet,Failed,1,961084.05,961084.05,0.038862490746777036,37350.12,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Ethereum,Cold Wallet,Pending,1,1547547.37,1547547.37,0.01888644610600837,29227.67,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Ethereum,Hot Wallet,Failed,1,1474024.68,1474024.68,0.03075060452854833,45327.15,1,2024Q1,432,1200
2024-01,Coinbase,Stake,Litecoin,Hot Wallet,Completed,1,1244735.1,1244735.1,0.004357545633605094,5423.99,1,2024Q1,432,1200
